agency_cd,site_no,datetime,turbidity,temperature,specific_conductance,pH,dissolved_oxygen
USGS,02203950,2016-03-25,7.8,15.8,112,7.0,7.6
USGS,02203950,2016-03-26,3.2,14.7,116,7.0,7.8
USGS,02203950,2016-03-27,2.9,15.4,118,7.0,8.4
USGS,02203950,2016-03-28,3.2,15.4,119,7.1,8.0
USGS,02203950,2016-03-29,3.2,13.4,122,7.1,8.0
USGS,02203950,2016-03-30,2.7,2.81,121,7.0,10.4
USGS,02203950,2016-03-31,3.9,15.8,116,6.8,8.0
USGS,02203950,2016-04-01,34.0,17.0,38,6.6,7.9
USGS,02203950,2016-04-02,11.0,15.6,81,6.8,8.2
USGS,02203950,2016-04-03,5.6,13.2,99,6.8,8.4
USGS,02203950,2016-04-04,3.1,12.6,109,6.9,8.7
USGS,02203950,2016-04-05,3.1,13.8,112,7.0,8.7
USGS,02203950,2016-04-06,2.8,12.9,113,7.0,8.9
USGS,02203950,2016-04-07,13.0,13.7,76,6.8,8.2
USGS,02203950,2016-04-08,4.3,14.0,93,6.8,8.2
USGS,02203950,2016-04-09,3.1,12.2,107,7.0,8.9
USGS,02203950,2016-04-10,3.1,10.7,112,7.0,9.3
USGS,02203950,2016-04-11,2.9,11.5,116,6.9,8.8
USGS,02203950,2016-04-12,17.0,15.1,59,6.7,8.3
USGS,02203950,2016-04-13,4.4,14.7,88,6.8,8.4
USGS,02203950,2016-04-14,3.5,14.8,109,6.9,8.7
USGS,02203950,2016-04-15,3.4,14.4,110,7.0,8.8
USGS,02203950,2016-04-16,4.3,14.4,115,7.0,8.7
USGS,02203950,2016-04-17,3.3,13.3,116,7.0,8.8
USGS,02203950,2016-04-18,3.1,13.5,116,7.0,8.6
USGS,02203950,2016-04-19,3.2,14.4,115,7.0,8.5
USGS,02203950,2016-04-20,3.5,16.0,116,7.0,8.3
USGS,02203950,2016-04-21,3.4,15.6,115,6.9,8.0
USGS,02203950,2016-04-22,6.2,17.1,93,6.8,7.9
USGS,02203950,2016-04-23,12.0,16.5,70,6.8,7.9
USGS,02203950,2016-04-24,3.9,16.2,94,6.8,8.0
USGS,02203950,2016-04-25,3.5,16.8,109,6.9,8.0
USGS,02203950,2016-04-26,3.6,17.5,114,7.0,7.9
USGS,02203950,2016-04-27,3.6,17.8,115,7.0,7.8
USGS,02203950,2016-04-28,3.5,19.1,116,7.0,7.6
USGS,02203950,2016-04-29,3.5,18.4,117,6.8,7.5
USGS,02203950,2016-04-30,3.9,18.9,74,6.6,6.9
USGS,02203950,2016-05-01,45.0,20.0,48,6.2,6.4
USGS,02203950,2016-05-02,21.0,19.9,56,6.4,7.0
USGS,02203950,2016-05-03,7.5,19.5,117,6.7,6.9
USGS,02203950,2016-05-04,5.4,17.4,138,6.8,7.6
USGS,02203950,2016-05-05,5.2,14.9,137,6.8,8.1
USGS,02203950,2016-05-06,5.2,13.5,131,6.8,8.5
USGS,02203950,2016-05-07,5.1,14.0,113,6.8,8.0
USGS,02203950,2016-05-11,6.2,18.2,114,6.9,7.7
USGS,02203950,2016-05-12,5.0,19.2,114,6.9,7.6
USGS,02203950,2016-05-13,4.0,19.5,110,6.8,7.4
USGS,02203950,2016-05-14,3.3,17.3,111,6.8,7.5
USGS,02203950,2016-05-15,3.0,16.0,113,6.9,7.9
USGS,02203950,2016-05-16,3.3,14.8,113,6.9,8.4
USGS,02203950,2016-05-17,23.0,17.1,63,6.6,7.7
USGS,02203950,2016-05-18,8.5,18.4,72,6.6,7.7
USGS,02203950,2016-05-20,3.6,18.0,105,6.9,7.7
USGS,02203950,2016-05-21,4.9,17.6,94,6.9,7.7
USGS,02203950,2016-05-22,5.6,17.7,93,6.9,7.7
USGS,02203950,2016-05-23,3.9,16.9,102,6.9,7.8
USGS,02203950,2016-05-24,3.8,17.1,107,7.0,7.9
USGS,02203950,2016-05-25,4.8,17.9,110,7.0,7.7
USGS,02203950,2016-05-26,4.9,19.2,110,7.0,7.6
USGS,02203950,2016-05-27,4.2,19.9,111,7.0,7.5
USGS,02203950,2016-05-28,3.9,19.6,112,7.0,7.5
USGS,02203950,2016-05-29,4.0,20.0,112,7.0,7.3
USGS,02203950,2016-05-30,4.3,20.2,112,6.9,6.8
USGS,02203950,2016-05-31,4.5,20.6,112,6.9,6.9
USGS,02203950,2016-06-01,4.4,21.1,112,7.0,7.2
USGS,02203950,2016-06-02,4.5,21.3,102,7.0,7.2
USGS,02203950,2016-06-03,7.2,21.3,102,6.9,7.0
USGS,02203950,2016-06-04,4.0,21.8,104,6.9,7.0
USGS,02203950,2016-06-05,3.9,22.0,107,6.9,6.9
USGS,02203950,2016-06-06,4.0,21.6,93,6.9,6.9
USGS,02203950,2016-06-07,3.5,21.1,110,6.9,7.1
USGS,02203950,2016-06-08,3.7,20.1,107,6.9,7.2
USGS,02203950,2016-06-09,3.9,19.0,107,6.9,7.3
USGS,02203950,2016-06-10,3.9,19.8,113,6.9,7.3
USGS,02203950,2016-06-11,3.5,20.7,113,7.0,7.2
USGS,02203950,2016-06-12,3.5,22.5,114,6.9,7.0
USGS,02203950,2016-06-13,3.9,23.0,113,7.0,6.8
USGS,02203950,2016-06-14,4.2,23.4,45,6.4,6.7
USGS,02203950,2016-06-15,23.0,23.1,61,6.6,6.4
USGS,02203950,2016-06-22,3.4,22.1,117,6.9,6.6
USGS,02203950,2016-06-23,3.7,22.3,117,6.9,6.6
USGS,02203950,2016-06-24,3.4,23.4,121,7.0,6.7
USGS,02203950,2016-06-25,3.4,23.6,120,6.9,6.6
USGS,02203950,2016-06-26,3.4,24.0,119,6.9,6.3
USGS,02203950,2016-06-27,3.0,23.4,119,6.9,6.5
USGS,02203950,2016-06-28,3.5,23.8,39,6.3,6.3
USGS,02203950,2016-06-29,17.0,23.3,51,6.5,5.8
USGS,02203950,2016-06-30,5.9,23.7,85,6.7,6.1
USGS,02203950,2016-07-01,4.7,23.7,99,6.8,6.4
USGS,02203950,2016-07-02,4.0,23.1,105,6.9,6.5
USGS,02203950,2016-07-03,4.0,23.4,108,6.9,6.6
USGS,02203950,2016-07-04,4.0,24.1,112,6.9,6.4
USGS,02203950,2016-07-05,4.6,24.7,60,6.7,6.1
USGS,02203950,2016-07-06,28.0,23.7,51,6.6,5.9
USGS,02203950,2016-07-07,22.0,23.0,49,6.6,6.2
USGS,02203950,2016-07-08,6.1,24.1,82,6.8,5.7
USGS,02203950,2016-07-09,5.0,24.5,103,6.8,5.6
USGS,02203950,2016-07-10,4.9,24.1,108,6.9,6.2
USGS,02203950,2016-07-11,5.1,23.9,45,6.4,6.4
USGS,02203950,2016-07-12,19.0,23.8,43,6.5,5.4
USGS,02203950,2016-07-13,5.0,23.5,84,6.7,5.9
USGS,02203950,2016-07-14,4.0,23.7,102,6.8,5.9
USGS,02203950,2016-07-15,3.4,23.8,109,6.8,6.2
USGS,02203950,2016-07-16,3.4,23.7,112,6.8,6.4
USGS,02203950,2016-07-17,3.3,23.2,110,6.9,6.6
USGS,02203950,2016-07-18,3.6,23.4,111,6.8,6.4
USGS,02203950,2016-07-19,3.1,23.8,39,6.4,6.4
USGS,02203950,2016-07-20,24.0,24.4,41,6.4,5.5
USGS,02203950,2016-07-21,32.0,24.3,36,6.3,5.9
USGS,02203950,2016-07-22,12.0,23.8,76,6.6,6.3
USGS,02203950,2016-07-23,9.3,24.2,92,6.7,6.3
USGS,02203950,2016-07-24,7.9,24.0,101,6.7,6.4
USGS,02203950,2016-07-25,8.1,24.2,107,6.8,6.5
USGS,02203950,2016-07-28,3.9,24.1,114,7.1,6.6
USGS,02203950,2016-07-29,3.9,24.1,117,7.1,6.6
USGS,02203950,2016-07-30,6.7,24.2,138,7.0,6.3
USGS,02203950,2016-07-31,4.5,23.4,113,7.1,6.4
USGS,02203950,2016-08-01,4.6,23.5,115,7.1,6.4
USGS,02203950,2016-08-04,5.8,24.4,114,7.0,6.2
USGS,02203950,2016-08-05,5.2,24.5,114,7.0,6.5
USGS,02203950,2016-08-06,4.9,24.2,115,7.1,6.6
USGS,02203950,2016-08-07,5.2,24.3,116,7.1,6.1
USGS,02203950,2016-08-08,35.0,25.3,72,6.7,6.3
USGS,02203950,2016-08-09,11.0,24.7,105,6.9,6.8
USGS,02203950,2016-08-10,5.3,24.3,106,6.9,6.8
USGS,02203950,2016-08-11,4.5,24.1,107,7.0,6.9
USGS,02203950,2016-08-12,4.4,24.3,111,7.1,6.9
USGS,02203950,2016-08-13,3.9,24.2,112,7.1,6.9
USGS,02203950,2016-08-14,3.8,24.0,118,7.1,6.3
USGS,02203950,2016-08-15,19.0,24.4,126,7.0,5.3
USGS,02203950,2016-08-16,5.0,23.9,116,7.0,6.6
USGS,02203950,2016-08-17,4.2,23.8,129,7.0,6.7
USGS,02203950,2016-08-18,3.8,24.0,113,7.1,6.7
USGS,02203950,2016-08-19,16.0,24.3,77,6.8,6.1
USGS,02203950,2016-08-20,5.4,24.0,91,7.0,6.2
USGS,02203950,2016-08-21,15.0,24.2,115,7.0,6.6
USGS,02203950,2016-08-22,7.7,23.8,88,6.8,6.7
USGS,02203950,2016-08-23,4.9,22.6,107,6.9,6.8
USGS,02203950,2016-08-24,5.6,23.5,104,7.0,6.9
USGS,02203950,2016-08-25,17.0,23.4,89,6.8,6.9
USGS,02203950,2016-08-26,5.6,23.4,99,7.0,6.9
USGS,02203950,2016-08-27,4.2,23.7,108,7.0,7.0
USGS,02203950,2016-08-28,3.9,23.7,111,7.0,7.0
USGS,02203950,2016-08-29,3.6,23.4,114,7.0,7.0
USGS,02203950,2016-08-30,4.4,22.8,125,7.1,7.1
USGS,02203950,2016-08-31,3.8,22.7,116,7.1,7.1
USGS,02203950,2016-09-01,4.0,23.0,116,7.1,7.1
USGS,02203950,2016-09-02,38.0,23.1,101,7.0,7.2
USGS,02203950,2016-09-03,11.0,21.9,88,6.8,7.3
USGS,02203950,2016-09-04,5.4,21.2,97,7.0,7.5
USGS,02203950,2016-09-05,3.7,21.2,105,7.0,7.4
USGS,02203950,2016-09-06,3.5,21.1,119,7.0,7.5
USGS,02203950,2016-09-07,3.2,21.2,112,7.1,7.5
USGS,02203950,2016-09-08,3.3,21.3,113,7.1,7.5
USGS,02203950,2016-09-09,3.8,21.6,128,7.0,5.8
USGS,02203950,2016-09-10,2.8,21.5,119,7.1,7.1
USGS,02203950,2016-09-11,3.0,22.3,116,7.1,7.1
USGS,02203950,2016-09-12,2.8,22.4,117,7.1,7.1
USGS,02203950,2016-09-14,2.4,22.2,119,7.0,7.2
USGS,02203950,2016-09-15,2.8,21.7,133,7.0,7.2
USGS,02203950,2016-09-16,2.5,21.8,154,7.0,7.2
USGS,02203950,2016-09-17,2.7,21.4,153,7.0,7.3
USGS,02203950,2016-09-18,20.0,22.0,136,7.0,7.3
USGS,02203950,2016-09-19,15.0,22.9,76,6.6,6.7
USGS,02203950,2016-09-20,5.1,21.9,99,6.8,6.8
USGS,02203950,2016-09-21,3.9,21.6,109,6.9,7.0
USGS,02203950,2016-09-22,3.9,21.5,112,6.9,7.2
USGS,02203950,2016-09-23,4.0,21.5,114,7.0,7.3
USGS,02203950,2016-09-24,3.9,21.7,119,7.0,7.3
USGS,02203950,2016-09-25,3.4,21.4,120,7.0,7.3
USGS,02203950,2016-09-26,3.2,21.5,119,6.9,6.8
USGS,02203950,2016-09-27,4.9,21.6,119,7.0,7.2
USGS,02203950,2016-09-28,7.5,21.3,119,7.0,7.0
USGS,02203950,2016-09-29,4.7,19.0,110,6.8,7.1
USGS,02203950,2016-09-30,4.1,17.1,112,6.9,7.6
USGS,02203950,2016-10-01,4.7,16.1,115,6.9,8.1
USGS,02203950,2016-10-02,5.2,16.6,116,7.0,8.1
USGS,02203950,2016-10-03,3.9,17.2,117,6.9,7.9
USGS,02203950,2016-10-04,3.8,18.2,116,6.9,7.8
USGS,02203950,2016-10-05,4.6,18.0,116,6.9,7.8
USGS,02203950,2016-10-06,4.8,18.0,116,6.9,7.8
USGS,02203950,2016-10-07,4.7,18.8,126,6.9,7.6
USGS,02203950,2016-10-08,4.7,19.8,148,7.0,7.3
USGS,02203950,2016-10-09,3.9,17.0,116,6.9,7.3
USGS,02203950,2016-10-10,3.7,15.4,116,6.9,7.8
USGS,02203950,2016-10-11,5.0,14.6,119,7.0,8.3
USGS,02203950,2016-10-12,7.9,13.4,116,7.0,8.5
USGS,02203950,2016-10-13,7.2,14.4,117,6.9,8.4
USGS,02203950,2016-10-19,2.4,18.0,121,6.9,7.6
USGS,02203950,2016-10-20,2.6,18.0,122,6.9,7.3
USGS,02203950,2016-10-21,2.8,16.0,124,6.9,7.0
USGS,02203950,2016-10-22,3.1,13.9,124,6.9,7.1
USGS,02203950,2016-10-23,2.8,11.9,124,6.9,8.2
USGS,02203950,2016-10-24,3.0,12.5,123,6.9,8.3
USGS,02203950,2016-10-25,3.4,13.3,129,7.0,8.3
USGS,02203950,2016-10-26,3.0,13.3,123,6.9,8.3
USGS,02203950,2016-10-27,3.4,14.6,122,6.9,7.8
USGS,02203950,2016-10-29,2.8,15.3,120,7.0,7.7
USGS,02203950,2016-10-30,2.6,15.4,122,7.0,7.5
USGS,02203950,2016-10-31,2.5,15.4,122,6.9,7.5
USGS,02203950,2016-11-01,2.4,15.7,127,6.9,7.4
USGS,02203950,2016-11-02,2.5,16.4,124,6.9,7.2
USGS,02203950,2016-11-03,2.5,16.3,125,6.9,7.1
USGS,02203950,2016-11-04,3.7,16.7,125,6.9,7.1
USGS,02203950,2016-11-05,2.6,14.5,124,6.9,7.1
USGS,02203950,2016-11-06,2.5,12.9,124,7.0,7.7
USGS,02203950,2016-11-07,2.4,12.3,125,7.0,8.3
USGS,02203950,2016-11-08,2.7,11.8,129,6.9,8.3
USGS,02203950,2016-11-09,3.6,12.1,127,7.0,8.4
USGS,02203950,2016-11-10,3.8,11.2,127,7.0,8.4
USGS,02203950,2016-11-11,2.9,10.2,127,7.0,8.7
USGS,02203950,2016-11-12,2.3,11.8,127,7.0,8.5
USGS,02203950,2016-11-13,2.2,10.9,126,7.0,8.7
USGS,02203950,2016-11-14,2.3,9.6,127,7.0,9.0
USGS,02203950,2016-11-15,2.5,9.4,126,7.0,9.1
USGS,02203950,2016-11-16,2.3,10.1,127,7.0,8.9
USGS,02203950,2016-11-17,2.6,10.0,128,7.0,8.8
USGS,02203950,2016-11-18,2.5,10.5,129,7.0,8.7
USGS,02203950,2016-11-19,5.9,10.2,131,7.0,8.7
USGS,02203950,2016-11-20,5.8,8.3,134,7.0,8.7
USGS,02203950,2016-11-21,3.3,7.1,135,7.0,9.6
USGS,02203950,2016-11-22,3.9,6.7,138,7.0,9.6
USGS,02203950,2016-11-23,3.4,7.4,138,7.0,9.3
USGS,02203950,2016-11-24,2.7,10.2,136,7.0,8.5
USGS,02203950,2016-11-26,2.0,9.8,157,7.0,8.1
USGS,02203950,2016-11-27,1.8,7.8,173,7.0,8.7
USGS,02203950,2016-11-28,2.0,9.0,171,7.0,8.4
USGS,02203950,2016-12-01,14.2,11.5,95,6.8,7.9
USGS,02203950,2016-12-02,5.8,9.6,104,6.9,8.8
USGS,02203950,2016-12-03,4.0,8.9,111,6.9,9.5
USGS,02203950,2016-12-04,15.6,9.8,116,7.0,9.6
USGS,02203950,2016-12-05,15.3,9.8,83,6.8,9.7
USGS,02203950,2016-12-06,12.4,11.5,87,6.8,9.1
USGS,02203950,2016-12-07,8.6,11.0,102,6.8,9.1
USGS,02203950,2016-12-08,6.9,8.4,112,6.9,9.5
USGS,02203950,2016-12-09,5.9,5.8,117,7.0,10.2
USGS,02203950,2016-12-10,5.0,4.4,119,7.0,11.1
USGS,02203950,2016-12-11,5.2,4.4,117,7.0,11.1
USGS,02203950,2016-12-12,5.3,6.1,117,7.0,10.2
USGS,02203950,2016-12-13,5.8,8.7,116,7.0,9.9
USGS,02203950,2016-12-17,4.8,5.5,120,7.1,10.4
USGS,02203950,2016-12-18,2.9,8.2,123,7.1,9.8
USGS,02203950,2016-12-19,3.3,7.4,130,7.1,10.1
USGS,02203950,2016-12-20,2.5,7.6,120,7.0,10.2
USGS,02203950,2016-12-21,2.2,6.1,117,7.0,10.3
USGS,02203950,2016-12-22,2.3,8.4,118,7.0,9.8
USGS,02203950,2016-12-23,2.5,7.8,117,7.0,10.0
USGS,02203950,2016-12-24,2.3,9.2,116,7.1,9.5
USGS,02203950,2016-12-25,2.8,10.3,117,7.0,9.1
USGS,02203950,2016-12-26,3.2,12.2,123,7.1,9.0
USGS,02203950,2016-12-27,3.3,12.8,115,7.1,8.5
USGS,02203950,2016-12-28,2.8,12.5,117,7.1,8.5
USGS,02203950,2016-12-29,31.2,11.4,116,7.0,8.4
USGS,02203950,2016-12-30,11.9,7.9,89,6.9,9.4
USGS,02203950,2016-12-31,6.6,6.8,103,7.0,10.3
USGS,02203950,2017-01-01,11.0,7.8,115,7.1,10.2
USGS,02203950,2017-01-02,28.3,4.01,59,6.7,139
USGS,02203950,2017-01-04,7.9,2.90,102,6.8,14.3
USGS,02203950,2017-01-05,6.6,8.3,112,6.9,9.8
USGS,02203950,2017-01-06,4.2,6.7,112,6.9,10.0
USGS,02203950,2017-01-07,17.4,4.0,154,6.8,11.1
USGS,02203950,2017-01-08,6.0,2.3,154,7.0,11.8
USGS,02203950,2017-01-09,3.7,2.9,144,7.0,11.7
USGS,02203950,2017-01-10,3.4,3.6,432,7.0,11.0
USGS,02203950,2017-01-11,2.8,7.0,928,7.0,10.0
USGS,02203950,2017-01-12,2.6,9.2,641,7.0,9.6
USGS,02203950,2017-01-13,2.9,10.2,289,7.0,9.4
USGS,02203950,2017-01-14,2.8,11.1,155,7.0,9.2
USGS,02203950,2017-01-15,2.9,11.5,151,7.0,9.1
USGS,02203950,2017-01-16,3.0,11.4,135,7.0,9.0
USGS,02203950,2017-01-17,2.8,12.6,132,7.0,8.8
USGS,02203950,2017-01-18,2.8,13.9,133,7.0,8.7
USGS,02203950,2017-01-19,3.2,13.2,190,7.0,8.7
USGS,02203950,2017-01-20,12.0,14.5,1310,7.1,8.2
USGS,02203950,2017-01-21,769,8.3,33,6.1,5.24
USGS,02203950,2017-01-23,15.1,3.33,83,6.6,42.8
USGS,02203950,2017-01-24,10.0,11.4,120,6.8,9.4
USGS,02203950,2017-01-25,6.0,9.9,119,6.9,9.4
USGS,02203950,2017-01-26,6.8,11.1,195,7.0,9.1
USGS,02203950,2017-02-06,2.1,2.69,120,7.0,6.46
USGS,02203950,2017-02-07,5.1,10.2,181,7.1,9.0
USGS,02203950,2017-02-08,21.1,12.7,85,6.8,9.1
USGS,02203950,2017-02-09,98.3,2.86,90,6.9,12.6
USGS,02203950,2017-02-13,4.5,11.6,113,7.0,8.8
USGS,02203950,2017-02-14,4.5,9.3,117,7.0,9.4
USGS,02203950,2017-02-15,18.8,11.1,147,7.0,9.3
USGS,02203950,2017-02-16,9.6,8.8,90,6.8,9.5
USGS,02203950,2017-02-21,2.7,2.69,113,6.9,6.28
USGS,02203950,2017-02-22,4.8,14.4,131,7.0,8.6
USGS,02203950,2017-02-23,17.8,2.69,112,6.9,6.42
USGS,02203950,2017-02-24,2.1,2.68,114,6.9,6.12
USGS,02203950,2017-02-25,2.4,13.1,118,7.1,8.4
USGS,02203950,2017-02-26,2.8,10.2,117,7.1,9.0
USGS,02203950,2017-02-27,2.8,9.9,123,7.1,9.6
USGS,02203950,2017-02-28,2.5,10.7,119,7.1,8.9
USGS,02203950,2017-03-01,2.6,13.7,153,7.1,8.5
USGS,02203950,2017-03-02,16.4,11.8,91,6.9,8.4
USGS,02203950,2017-03-03,5.4,9.3,104,6.9,9.2
USGS,02203950,2017-03-04,3.4,8.0,110,7.0,9.7
USGS,02203950,2017-03-05,3.2,8.5,114,7.0,9.3
USGS,02203950,2017-03-06,2.7,12.0,115,7.1,8.9
USGS,02203950,2017-03-07,2.8,12.6,131,7.1,8.8
USGS,02203950,2017-03-08,11.4,13.7,87,6.8,8.6
USGS,02203950,2017-03-10,88.1,2.92,82,6.8,17.5
USGS,02203950,2017-03-13,3.2,2.73,85,6.8,7.61
USGS,02203950,2017-03-14,6.7,7.3,122,6.9,10.4
USGS,02203950,2017-03-15,6.0,5.3,88,6.8,10.7
USGS,02203950,2017-03-16,3.7,4.9,109,6.9,10.7
USGS,02203950,2017-03-17,2.9,6.5,111,7.0,10.0
USGS,02203950,2017-03-18,6.0,10.4,139,6.9,9.2
USGS,02203950,2017-03-19,4.0,10.4,100,6.9,9.2
USGS,02203950,2017-03-20,5.2,9.0,100,6.8,2.67
USGS,02203950,2017-03-23,5.2,12.9,100,6.8,8.3
USGS,02203950,2017-03-24,4.6,13.9,107,6.9,8.2
USGS,02203950,2017-03-25,4.0,14.9,109,6.9,8.0
USGS,02203950,2017-03-26,6.8,15.9,140,6.9,7.6
USGS,02203950,2017-03-27,4.0,16.1,106,6.7,7.6
USGS,02203950,2017-03-28,3.6,17.0,112,6.9,7.3
USGS,02203950,2017-03-29,3.6,16.4,131,6.8,7.4
USGS,02203950,2017-03-30,4.6,17.6,130,6.8,7.1
USGS,02203950,2017-03-31,7.6,17.4,130,6.8,7.0
USGS,02203950,2017-04-01,4.3,15.5,111,6.7,7.3
USGS,02203950,2017-04-02,4.0,15.1,112,6.8,7.4
USGS,02203950,2017-04-03,7.7,17.1,129,6.8,7.4
USGS,02203950,2017-04-04,6.7,16.5,93,6.7,7.0
USGS,02203950,2017-04-05,122,16.6,97,6.7,7.2
USGS,02203950,2017-04-06,35.9,13.9,86,6.6,8.7
USGS,02203950,2017-04-07,11.6,12.5,93,6.7,8.8
USGS,02203950,2017-04-08,6.6,11.9,98,6.7,8.8
USGS,02203950,2017-04-09,5.2,12.1,103,6.7,8.6
USGS,02203950,2017-04-10,4.1,13.5,108,6.8,8.2
USGS,02203950,2017-04-11,4.0,15.0,111,6.7,8.1
USGS,02203950,2017-04-12,3.8,16.2,114,6.7,8.0
USGS,02203950,2017-04-13,3.8,16.2,118,6.7,7.8
USGS,02203950,2017-04-14,3.7,17.0,123,6.8,7.7
USGS,02203950,2017-04-15,3.5,17.1,119,6.8,7.8
USGS,02203950,2017-04-16,6.3,7.4,112,6.7,2.68
USGS,02203950,2017-04-19,15.3,7.2,117,6.6,2.79
USGS,02203950,2017-04-20,4.6,2.67,127,6.6,7.05
USGS,02203950,2017-04-21,5.6,18.8,131,6.8,7.2
USGS,02203950,2017-04-22,4.1,18.6,126,6.7,7.2
USGS,02203950,2017-04-23,5.9,18.0,122,6.8,7.2
USGS,02203950,2017-04-24,16.7,16.3,79,6.6,8.0
USGS,02203950,2017-04-25,9.5,16.0,98,6.8,7.8
USGS,02203950,2017-04-26,17.4,16.6,106,6.8,7.7
USGS,02203950,2017-04-27,4.9,18.1,228,6.9,7.8
USGS,02203950,2017-04-28,4.7,18.8,121,6.8,7.5
USGS,02203950,2017-04-29,4.6,19.7,116,6.9,7.3
USGS,02203950,2017-04-30,5.0,20.5,118,6.9,7.3
USGS,02203950,2017-05-01,15.3,19.2,127,6.8,7.2
USGS,02203950,2017-05-02,6.8,16.9,101,6.8,7.3
USGS,02203950,2017-05-03,5.0,16.1,109,6.8,7.6
USGS,02203950,2017-05-04,44.7,17.8,126,6.9,7.7
USGS,02203950,2017-05-05,23.6,14.6,73,6.8,8.2
USGS,02203950,2017-05-06,6.0,13.6,94,6.7,8.2
USGS,02203950,2017-05-07,4.4,14.6,101,6.8,8.3
USGS,02203950,2017-05-08,4.8,14.0,103,6.9,8.2
USGS,02203950,2017-05-09,4.6,15.6,108,6.8,7.8
USGS,02203950,2017-05-10,4.8,17.2,109,6.8,7.6
USGS,02203950,2017-05-11,6.7,18.7,111,6.8,7.5
USGS,02203950,2017-05-12,6.0,19.5,141,6.8,7.1
USGS,02203950,2017-05-13,11.5,19.6,133,6.7,7.0
USGS,02203950,2017-05-14,4.6,18.2,108,6.7,7.4
USGS,02203950,2017-05-15,4.0,17.9,114,6.7,7.4
USGS,02203950,2017-05-16,31.4,19.0,123,6.9,7.5
USGS,02203950,2017-05-17,8.2,19.4,123,6.8,7.1
USGS,02203950,2017-05-18,6.2,21.0,125,6.8,7.2
USGS,02203950,2017-05-19,5.4,21.0,120,6.8,7.0
USGS,02203950,2017-05-20,6.3,20.9,130,6.8,7.0
USGS,02203950,2017-05-21,28.6,21.9,94,6.8,7.1
USGS,02203950,2017-05-22,11.6,21.1,97,6.6,7.3
USGS,02203950,2017-05-23,69.9,3.38,72,6.5,55.1
USGS,02203950,2017-05-26,4.1,16.8,108,6.8,7.7
USGS,02203950,2017-05-27,4.1,18.9,136,6.8,7.2
USGS,02203950,2017-05-28,11.9,20.1,129,6.8,7.3
USGS,02203950,2017-05-29,874,7.3,49,6.4,2.99
USGS,02203950,2017-05-30,7.5,2.87,85,6.5,14.2
USGS,02203950,2017-05-31,30.0,20.4,90,6.6,7.4
USGS,02203950,2017-06-01,9.0,20.4,121,6.7,7.5
USGS,02203950,2017-06-02,4.4,20.6,106,6.8,7.4
USGS,02203950,2017-06-03,4.2,20.6,115,6.8,7.2
USGS,02203950,2017-06-04,19.8,21.8,113,6.9,7.2
USGS,02203950,2017-06-05,14.9,21.8,115,6.6,7.0
USGS,02203950,2017-06-06,5.4,21.7,105,6.7,7.2
USGS,02203950,2017-06-07,5.0,20.7,106,6.7,7.3
USGS,02203950,2017-06-08,12.3,20.5,121,6.7,7.2
USGS,02203950,2017-06-09,5.1,19.8,105,6.7,7.4
USGS,02203950,2017-06-10,3.7,19.7,111,6.8,7.4
USGS,02203950,2017-06-11,3.4,20.2,113,6.8,7.4
USGS,02203950,2017-06-12,3.6,21.5,115,6.8,7.3
USGS,02203950,2017-06-13,3.9,21.3,120,6.9,7.0
USGS,02203950,2017-06-14,3.8,21.8,133,6.9,6.7
USGS,02203950,2017-06-15,27.2,23.2,72,6.6,6.4
USGS,02203950,2017-06-16,25.0,22.3,73,6.4,7.0
USGS,02203950,2017-06-17,7.1,22.0,91,6.6,7.1
USGS,02203950,2017-06-18,19.5,22.4,101,6.7,6.8
USGS,02203950,2017-06-19,11.2,22.7,91,6.6,6.8
USGS,02203950,2017-06-20,11.2,22.9,121,6.7,7.1
USGS,02203950,2017-06-21,26.8,22.3,87,6.4,7.4
USGS,02203950,2017-06-22,14.2,21.9,132,6.7,7.4
USGS,02203950,2017-06-23,36.8,22.6,149,6.5,6.7
USGS,02203950,2017-06-25,21.8,21.7,97,6.5,7.3
USGS,02203950,2017-06-26,6.9,20.2,114,6.6,7.5
USGS,02203950,2017-06-27,5.9,20.5,117,6.7,7.6
USGS,02203950,2017-06-28,5.0,20.1,114,6.7,7.4
USGS,02203950,2017-06-29,5.6,21.5,123,6.8,7.4
USGS,02203950,2017-06-30,63.3,22.4,78,6.5,7.5
USGS,02203950,2017-07-01,30.6,22.0,87,6.7,7.4
USGS,02203950,2017-07-02,28.2,22.3,89,6.6,7.2
USGS,02203950,2017-07-03,11.0,22.7,97,6.8,7.3
USGS,02203950,2017-07-04,9.9,22.4,103,6.8,7.4
USGS,02203950,2017-07-05,9.6,22.2,108,6.9,7.0
USGS,02203950,2017-07-06,9.2,23.0,112,7.0,6.9
USGS,02203950,2017-07-07,7.4,22.8,143,7.0,7.1
USGS,02203950,2017-07-08,125,2.81,100,6.9,11.9
USGS,02203950,2017-07-11,17.4,23.2,91,7.0,6.8
USGS,02203950,2017-07-12,4.2,22.8,106,7.1,7.0
USGS,02203950,2017-07-13,4.4,23.2,110,7.2,7.0
USGS,02203950,2017-07-15,27.5,24.4,118,7.0,6.6
USGS,02203950,2017-07-16,11.2,23.8,90,6.9,6.8
USGS,02203950,2017-07-17,50.0,22.7,91,6.9,6.8
USGS,02203950,2017-07-18,22.2,22.9,80,6.8,6.5
USGS,02203950,2017-07-19,6.6,23.3,96,6.9,6.6
